city,lat,lng,country
Port Orchard,47.52,-122.66,United States
Bremerton,47.54,-122.71,United States
Lake Stevens,48.00,-122.10,United States
Montesano,47.01,-123.59,United States
Sequim,48.07,-123.09,United States
Tacoma,47.24,-122.45,United States
Woodinville,47.76,-122.15,United States
Ocean Shores,46.97,-124.15,United States
Moses Lake,47.13,-119.28,United States
Puyallup,47.18,-122.29,United States
Sumner,47.22,-122.23,United States
Walla Walla,46.07,-118.34,United States
Bothell,47.77,-122.20,United States
Tumwater,46.99,-122.92,United States
Duvall,47.74,-121.97,United States
Monroe,47.86,-121.99,United States
Clarkston,46.42,-117.05,United States
Gig Harbor,47.34,-122.60,United States
Des Moines,47.39,-122.32,United States
Snohomish,47.93,-122.10,United States
Richland,46.28,-119.29,United States
Woodland,45.91,-122.75,United States
Washougal,45.58,-122.34,United States
Bonney Lake,47.18,-122.17,United States
Spokane Valley,47.66,-117.23,United States
Bellevue,47.60,-122.16,United States
Marysville,48.08,-122.16,United States
Newcastle,47.53,-122.16,United States
North Bend,47.49,-121.77,United States
Enumclaw,47.20,-121.99,United States
Shelton,47.22,-123.11,United States
Bellingham,48.75,-122.47,United States
Kenmore,47.75,-122.25,United States
Ellensburg,47.00,-120.55,United States
DuPont,47.11,-122.65,United States
Granite Falls,48.09,-121.97,United States
Milton,47.25,-122.32,United States
Stanwood,48.25,-122.34,United States
East Wenatchee,47.42,-120.28,United States
Spokane,47.67,-117.43,United States
Chelan,47.84,-120.03,United States
Camas,45.60,-122.43,United States
Blaine,48.98,-122.74,United States
Union Gap,46.56,-120.49,United States
Pasco,46.25,-119.13,United States
Issaquah,47.54,-122.04,United States
Toppenish,46.38,-120.31,United States
Orting,47.10,-122.21,United States
Fircrest,47.23,-122.52,United States
Vancouver,45.64,-122.60,United States
Battle Ground,45.78,-122.54,United States
College Place,46.04,-118.39,United States
Mount Vernon,48.42,-122.31,United States
Ferndale,48.85,-122.59,United States
Aberdeen,46.98,-123.81,United States
Everett,47.95,-122.17,United States
Burien,47.48,-122.34,United States
Manassas Park,38.77,-77.44,United States
Fairfax,38.85,-77.30,United States
Big Stone Gap,36.86,-82.78,United States
Waynesboro,38.07,-78.90,United States
Lexington,37.78,-79.44,United States
Winchester,39.17,-78.17,United States
Orange,38.25,-78.11,United States
Strasburg,38.99,-78.35,United States
Radford,37.12,-80.56,United States
Richmond,37.53,-77.48,United States
Virginia Beach,36.73,-76.04,United States
Herndon,38.97,-77.39,United States
Chesapeake,36.68,-76.30,United States
Purcellville,39.14,-77.71,United States
Covington,37.78,-79.99,United States
Charlottesville,38.04,-78.49,United States
Smithfield,36.98,-76.62,United States
Norfolk,36.89,-76.26,United States
Dumfries,38.57,-77.32,United States
Petersburg,37.20,-77.39,United States
Clifton Forge,37.82,-79.83,United States
Falls Church,38.88,-77.18,United States
Rocky Mount,37.00,-79.89,United States
Galax,36.67,-80.92,United States
Farmville,37.30,-78.40,United States
Martinsville,36.68,-79.86,United States
Danville,36.58,-79.41,United States
Manassas,38.75,-77.48,United States
Suffolk,36.70,-76.64,United States
Harrisonburg,38.44,-78.87,United States
Fredericksburg,38.30,-77.49,United States
Warrenton,38.72,-77.80,United States
Marion,36.84,-81.51,United States
Broadway,38.61,-78.80,United States
Bridgewater,38.39,-78.97,United States
Culpeper,38.47,-78.00,United States
Vinton,37.27,-79.89,United States
Blacksburg,37.23,-80.43,United States
Portsmouth,36.85,-76.35,United States
Newport News,37.11,-76.52,United States
Salem,37.29,-80.06,United States
Leesburg,39.11,-77.55,United States
Pulaski,37.05,-80.76,United States
Staunton,38.16,-79.06,United States
Wytheville,36.95,-81.09,United States
Bristol,36.62,-82.16,United States
Ashland,37.76,-77.47,United States
Hampton,37.06,-76.36,United States
Roanoke,37.28,-79.96,United States
Williamsburg,37.27,-76.71,United States
Front Royal,38.93,-78.18,United States
Alexandria,38.82,-77.09,United States
Norton,36.93,-82.63,United States
Vienna,38.90,-77.26,United States
Lynchburg,37.40,-79.19,United States
Emporia,36.70,-77.54,United States
Woodstock,38.88,-78.52,United States
Richlands,37.09,-81.81,United States
Poquoson,37.13,-76.36,United States
Bedford,37.34,-79.52,United States
Abingdon,36.71,-81.97,United States
Franklin,36.68,-76.94,United States
Hopewell,37.29,-77.30,United States
Buena Vista,37.73,-79.36,United States
South Boston,36.71,-78.91,United States
Christiansburg,37.14,-80.40,United States
Colonial Heights,37.27,-77.40,United States
Newark,39.68,-75.76,United States
Milford,38.91,-75.42,United States
Middletown,39.45,-75.72,United States
Millsboro,38.59,-75.30,United States
Seaford,38.65,-75.61,United States
Lewes,38.78,-75.15,United States
Elsmere,39.74,-75.59,United States
Georgetown,38.69,-75.39,United States
Wilmington,39.73,-75.53,United States
Ocean View,38.54,-75.10,United States
Dover,39.16,-75.52,United States
New Castle,39.67,-75.57,United States
Smyrna,39.29,-75.61,United States
Washington,38.90,-77.02,United States
Kaukauna,44.28,-88.26,United States
Oconomowoc,43.10,-88.50,United States
Verona,42.99,-89.54,United States
Platteville,42.73,-90.47,United States
Rice Lake,45.49,-91.74,United States
North Fond du Lac,43.81,-88.49,United States
Windsor,43.22,-89.34,United States
Howard,44.57,-88.09,United States
Burlington,42.67,-88.27,United States
Chippewa Falls,44.94,-91.39,United States
Waupaca,44.35,-89.07,United States
Lake Geneva,42.58,-88.43,United States
Fitchburg,42.99,-89.43,United States
Merrill,45.18,-89.70,United States
Monona,43.05,-89.33,United States
Beaver Dam,43.47,-88.83,United States
Little Chute,44.29,-88.32,United States
Baldwin,44.95,-92.37,United States
Mount Pleasant,42.71,-87.89,United States
Shorewood,43.09,-87.89,United States
Columbus,43.34,-89.03,United States
Beloit,42.52,-89.02,United States
Greenfield,42.96,-88.01,United States
Greendale,42.94,-88.00,United States
Suamico,44.64,-88.07,United States
Pewaukee,43.09,-88.25,United States
Fond du Lac,43.77,-88.44,United States
Hartland,43.10,-88.34,United States
Edgerton,42.84,-89.07,United States
Hartford,43.32,-88.38,United States
Elkhorn,42.67,-88.54,United States
Rhinelander,45.64,-89.43,United States
Baraboo,43.47,-89.74,United States
Plover,44.46,-89.54,United States
Janesville,42.69,-89.01,United States
Twin Lakes,42.52,-88.25,United States
Marinette,45.09,-87.63,United States
Pleasant Prairie,42.53,-87.89,United States
Muskego,42.89,-88.13,United States
Manitowoc,44.10,-87.68,United States
Kronenwetter,44.82,-89.58,United States
Lake Hallie,44.89,-91.42,United States
Kenosha,42.59,-87.88,United States
Slinger,43.33,-88.28,United States
Jefferson,43.00,-88.81,United States
Hales Corners,42.94,-88.05,United States
Sussex,43.13,-88.22,United States
Union Grove,42.69,-88.05,United States
Mukwonago,42.86,-88.33,United States
Watertown,43.19,-88.73,United States
Ripon,43.84,-88.84,United States
Onalaska,43.89,-91.21,United States
Middleton,43.11,-89.51,United States
Ashland,46.58,-90.87,United States
Waterford,42.77,-88.22,United States
Delavan,42.63,-88.63,United States
Sparta,43.94,-90.81,United States
De Forest,43.23,-89.34,United States
La Crosse,43.82,-91.23,United States
Hobart,44.50,-88.16,United States
Whitewater,42.84,-88.73,United States
Stevens Point,44.52,-89.55,United States
Prairie du Chien,43.04,-91.14,United States
Kimberly,44.27,-88.34,United States
Sun Prairie,43.18,-89.24,United States
Prairie du Sac,43.29,-89.73,United States
Oshkosh,44.02,-88.56,United States
Evansville,42.78,-89.30,United States
Marshfield,44.66,-90.17,United States
Grafton,43.32,-87.95,United States
Cudahy,42.95,-87.86,United States
Sheboygan,43.74,-87.73,United States
Caledonia,42.80,-87.88,United States
Menomonee Falls,43.15,-88.12,United States
Rothschild,44.88,-89.62,United States
Weston,44.89,-89.55,United States
Germantown,43.23,-88.12,United States
Menominee,44.89,-91.91,United States
New London,44.40,-88.74,United States
Reedsburg,43.53,-90.00,United States
Port Washington,43.38,-87.89,United States
Kiel,43.92,-88.03,United States
Mount Horeb,43.01,-89.73,United States
South Milwaukee,42.91,-87.86,United States
Elm Grove,43.05,-88.09,United States
Jackson,43.32,-88.17,United States
Appleton,44.28,-88.39,United States
Oregon,42.93,-89.39,United States
Brookfield,43.06,-88.12,United States
Cottage Grove,43.09,-89.20,United States
Saint Francis,42.97,-87.87,United States
Sheboygan Falls,43.73,-87.83,United States
Lake Delton,43.59,-89.78,United States
De Pere,44.43,-88.08,United States
Stoughton,42.92,-89.22,United States
West Allis,43.01,-88.03,United States
Tomah,43.99,-90.50,United States
Altoona,44.80,-91.44,United States
Harrison,44.23,-88.33,United States
Holmen,43.97,-91.27,United States
Allouez,44.47,-88.03,United States
Fox Point,43.16,-87.90,United States
West Bend,43.42,-88.18,United States
Waukesha,43.01,-88.25,United States
Bristol,42.54,-88.02,United States
Glendale,43.13,-87.93,United States
Monroe,42.60,-89.64,United States
Two Rivers,44.16,-87.58,United States
Wisconsin Rapids,44.39,-89.83,United States
Milwaukee,43.06,-87.97,United States
Antigo,45.14,-89.16,United States
Bellevue,44.46,-87.96,United States
Mequon,43.24,-87.98,United States
Fort Atkinson,42.93,-88.84,United States
Black River Falls,44.30,-90.84,United States
Menasha,44.21,-88.43,United States
Sturgeon Bay,44.82,-87.37,United States
Whitefish Bay,43.11,-87.90,United States
Waunakee,43.18,-89.44,United States
Madison,43.08,-89.39,United States
Oak Creek,42.88,-87.90,United States
Wausau,44.96,-89.64,United States
Shawano,44.77,-88.58,United States
Ashwaubenon,44.48,-88.09,United States
Brown Deer,43.17,-87.98,United States
Racine,42.73,-87.81,United States
Richfield,43.24,-88.24,United States
Waupun,43.63,-88.74,United States
Lake Mills,43.08,-88.90,United States
McFarland,43.02,-89.29,United States
Superior,46.69,-92.08,United States
Green Bay,44.52,-87.99,United States
Franklin,42.89,-88.01,United States
Delafield,43.07,-88.39,United States
New Richmond,45.12,-92.53,United States
Portage,43.55,-89.47,United States
Hudson,44.96,-92.73,United States
Wauwatosa,43.06,-88.03,United States
Neenah,44.17,-88.48,United States
Somers,42.64,-87.91,United States
River Falls,44.86,-92.62,United States
Milton,42.78,-88.94,United States
Sturtevant,42.70,-87.90,United States
Plymouth,43.75,-87.97,United States
Eau Claire,44.82,-91.49,United States
New Berlin,42.97,-88.13,United States
Cedarburg,43.30,-87.99,United States
South Charleston,38.35,-81.71,United States
Buckhannon,38.99,-80.23,United States
Point Pleasant,38.85,-82.13,United States
Clarksburg,39.29,-80.32,United States
Wheeling,40.08,-80.70,United States
Hurricane,38.43,-82.02,United States
Martinsburg,39.46,-77.98,United States
Fairmont,39.48,-80.15,United States
Logan,37.85,-81.99,United States
Dunbar,38.37,-81.73,United States
Beckley,37.79,-81.18,United States
Saint Albans,38.38,-81.82,United States
Huntington,38.41,-82.43,United States
Charleston,38.35,-81.63,United States
Grafton,39.34,-80.02,United States
Morgantown,39.64,-79.95,United States
Parkersburg,39.26,-81.54,United States
Keyser,39.44,-78.98,United States
Lewisburg,37.81,-80.43,United States
Bridgeport,39.30,-80.25,United States
Ranson,39.33,-77.87,United States
New Martinsville,39.66,-80.86,United States
Weirton,40.41,-80.57,United States
Princeton,37.37,-81.10,United States
Bluefield,37.26,-81.22,United States
Oak Hill,37.99,-81.15,United States
Elkins,38.92,-79.85,United States
Moundsville,39.92,-80.74,United States
Charles Town,39.27,-77.86,United States
Nitro,38.41,-81.82,United States
Shepherdstown,39.43,-77.80,United States
Vienna,39.32,-81.54,United States
Honolulu,21.33,-157.85,United States
Tequesta,26.96,-80.10,United States
North Palm Beach,26.82,-80.06,United States
Keystone Heights,29.78,-82.03,United States
Miami Springs,25.82,-80.29,United States
Bradenton,27.49,-82.57,United States
Lakeland,28.06,-81.95,United States
Winter Springs,28.69,-81.27,United States
Mascotte,28.61,-81.91,United States
Miami Lakes,25.91,-80.32,United States
Estero,26.43,-81.80,United States
Ocala,29.18,-82.15,United States
Ormond Beach,29.30,-81.10,United States
Dade City,28.36,-82.19,United States
Lake Placid,27.30,-81.37,United States
Brooksville,28.54,-82.39,United States
Daytona Beach,29.20,-81.09,United States
Pinellas Park,27.86,-82.71,United States
Wildwood,28.80,-82.01,United States
Edgewater,28.96,-80.94,United States
Key Biscayne,25.69,-80.17,United States
Winter Haven,28.01,-81.70,United States
Pembroke Pines,26.01,-80.34,United States
Lighthouse Point,26.28,-80.09,United States
Seminole,27.84,-82.78,United States
New Port Richey,28.25,-82.72,United States
Lake City,30.19,-82.65,United States
Port Saint Lucie,27.28,-80.39,United States
Quincy,30.57,-84.59,United States
Venice,27.12,-82.41,United States
Clearwater,27.98,-82.76,United States
Lady Lake,28.92,-81.93,United States
Panama City,30.20,-85.62,United States
South Bay,26.68,-80.73,United States
Sarasota,27.34,-82.54,United States
South Miami,25.71,-80.30,United States
Frostproof,27.75,-81.53,United States
Wauchula,27.55,-81.81,United States
Oviedo,28.66,-81.19,United States
Orlando,28.48,-81.34,United States
Sebring,27.48,-81.45,United States
Oldsmar,28.05,-82.67,United States
Saint Cloud,28.23,-81.29,United States
Aventura,25.96,-80.14,United States
Cooper City,26.05,-80.29,United States
Starke,29.95,-82.11,United States
Valparaiso,30.49,-86.51,United States
Wilton Manors,26.16,-80.14,United States
Bonita Springs,26.36,-81.79,United States
Ocoee,28.58,-81.53,United States
Niceville,30.53,-86.48,United States
Palmetto Bay,25.62,-80.32,United States
Winter Garden,28.54,-81.59,United States
Port Orange,29.11,-81.01,United States
Saint Pete Beach,27.72,-82.74,United States
Tarpon Springs,28.15,-82.76,United States
Callaway,30.14,-85.56,United States
West Miami,25.76,-80.30,United States
Tallahassee,30.45,-84.25,United States
Panama City Beach,30.24,-85.88,United States
Marathon,24.73,-81.04,United States
Orange City,28.93,-81.29,United States
Sanford,28.79,-81.28,United States
Lake Mary,28.76,-81.34,United States
Royal Palm Beach,26.70,-80.22,United States
Leesburg,28.77,-81.90,United States
Lauderdale-by-the-Sea,26.20,-80.10,United States
Miami,25.78,-80.21,United States
West Park,25.98,-80.19,United States
Palmetto,27.53,-82.57,United States
North Port,27.06,-82.20,United States
West Palm Beach,26.75,-80.13,United States
Eustis,28.86,-81.68,United States
Palm Coast,29.54,-81.25,United States
Boynton Beach,26.53,-80.08,United States
Fort Walton Beach,30.42,-86.62,United States
Miramar,25.98,-80.34,United States
Avon Park,27.59,-81.51,United States
Palm Bay,27.99,-80.66,United States
Safety Harbor,28.01,-82.70,United States
Miami Beach,25.82,-80.14,United States
Lake Wales,27.92,-81.60,United States
Atlantic Beach,30.34,-81.41,United States
Delray Beach,26.46,-80.09,United States
Oakland Park,26.18,-80.15,United States
Sunrise,26.15,-80.30,United States
Sunny Isles Beach,25.94,-80.12,United States
DeLand,29.02,-81.29,United States
Hollywood,26.03,-80.17,United States
Fort Myers Beach,26.43,-81.92,United States
Lake Park,26.80,-80.07,United States
Lantana,26.58,-80.06,United States
Vero Beach,27.65,-80.39,United States
Pembroke Park,25.99,-80.18,United States
DeBary,28.88,-81.32,United States
Miami Gardens,25.94,-80.24,United States
Saint Petersburg,27.79,-82.67,United States
West Melbourne,28.07,-80.67,United States
Fort Myers,26.62,-81.83,United States
Naples,26.15,-81.79,United States
Newberry,29.63,-82.60,United States
Minneola,28.61,-81.73,United States
Hallandale Beach,25.99,-80.14,United States
Sanibel,26.45,-82.10,United States
Fernandina Beach,30.66,-81.45,United States
Groveland,28.60,-81.82,United States
Coral Gables,25.70,-80.27,United States
Lauderhill,26.16,-80.22,United States
Clewiston,26.75,-80.94,United States
Doral,25.82,-80.36,United States
Tavares,28.79,-81.74,United States
Treasure Island,27.77,-82.77,United States
Fruitland Park,28.86,-81.92,United States
Altamonte Springs,28.66,-81.40,United States
Marianna,30.79,-85.23,United States
Largo,27.91,-82.77,United States
Holly Hill,29.24,-81.05,United States
Tamarac,26.21,-80.25,United States
Kenneth City,27.82,-82.72,United States
Okeechobee,27.24,-80.83,United States
De Funiak Springs,30.71,-86.12,United States
Jupiter,26.92,-80.11,United States
Gulfport,27.75,-82.71,United States
Lynn Haven,30.24,-85.64,United States
Key West,24.56,-81.78,United States
Pinecrest,25.67,-80.30,United States
Pompano Beach,26.24,-80.13,United States
Palm Beach,26.69,-80.04,United States
Rockledge,28.32,-80.73,United States
Destin,30.40,-86.47,United States
Riviera Beach,26.78,-80.07,United States
Palm Springs,26.64,-80.10,United States
Inverness,28.84,-82.34,United States
Cape Coral,26.64,-82.00,United States
Sebastian,27.79,-80.48,United States
Zephyrhills,28.24,-82.18,United States
Pensacola,30.44,-87.19,United States
Clermont,28.54,-81.73,United States
Temple Terrace,28.04,-82.38,United States
Belle Glade,26.69,-80.67,United States
Wellington,26.65,-80.27,United States
Maitland,28.63,-81.37,United States
Gulf Breeze,30.37,-87.18,United States
Stuart,27.20,-80.24,United States
Deltona,28.91,-81.21,United States
Tampa,27.99,-82.45,United States
Saint Augustine,29.90,-81.31,United States
Mount Dora,28.81,-81.63,United States
Lauderdale Lakes,26.17,-80.20,United States
Plantation,26.13,-80.26,United States
Cutler Bay,25.58,-80.34,United States
Florida City,25.44,-80.47,United States
Belle Isle,28.47,-81.35,United States
North Lauderdale,26.21,-80.22,United States
Apopka,28.70,-81.53,United States
Fort Pierce,27.43,-80.34,United States
Satellite Beach,28.18,-80.60,United States
Coconut Creek,26.28,-80.18,United States
Deerfield Beach,26.31,-80.13,United States
Palm Beach Gardens,26.85,-80.17,United States
Indian Harbour Beach,28.15,-80.60,United States
Jacksonville Beach,30.28,-81.40,United States
Parkland,26.32,-80.25,United States
Titusville,28.57,-80.82,United States
Auburndale,28.10,-81.80,United States
Live Oak,30.30,-82.98,United States
Opa-locka,25.90,-80.26,United States
North Miami Beach,25.93,-80.17,United States
Plant City,28.01,-82.12,United States
Dunedin,28.03,-82.79,United States
Miami Shores,25.87,-80.18,United States
Fort Meade,27.76,-81.81,United States
Fellsmere,27.72,-80.60,United States
Lake Alfred,28.10,-81.73,United States
Milton,30.63,-87.05,United States
Perry,30.11,-83.58,United States
Gainesville,29.68,-82.35,United States
Longboat Key,27.39,-82.63,United States
LaBelle,26.72,-81.45,United States
Hialeah,25.87,-80.30,United States
Pahokee,26.82,-80.66,United States
Casselberry,28.66,-81.32,United States
Neptune Beach,30.32,-81.41,United States
South Pasadena,27.75,-82.74,United States
Arcadia,27.22,-81.86,United States
Surfside,25.88,-80.13,United States
Davie,26.08,-80.29,United States
Bartow,27.89,-81.82,United States
Margate,26.25,-80.21,United States
Cape Canaveral,28.39,-80.61,United States
Cocoa Beach,28.33,-80.63,United States
Cocoa,28.38,-80.77,United States
New Smyrna Beach,29.02,-80.96,United States
Dania Beach,26.06,-80.16,United States
Fort Lauderdale,26.14,-80.15,United States
Green Cove Springs,29.99,-81.68,United States
Lake Worth,26.62,-80.06,United States
Saint Augustine Beach,29.84,-81.27,United States
Kissimmee,28.30,-81.42,United States
Homestead,25.47,-80.45,United States
Boca Raton,26.37,-80.11,United States
Orange Park,30.17,-81.70,United States
Haines City,28.11,-81.62,United States
Winter Park,28.60,-81.34,United States
Punta Gorda,26.89,-82.05,United States
Hialeah Gardens,25.89,-80.36,United States
North Miami,25.90,-80.17,United States
Sweetwater,25.78,-80.38,United States
North Bay Village,25.85,-80.15,United States
Springfield,30.17,-85.61,United States
South Daytona,29.17,-81.01,United States
Weston,26.10,-80.41,United States
Coral Springs,26.27,-80.26,United States
Southwest Ranches,26.05,-80.38,United States
Jacksonville,30.33,-81.67,United States
Crestview,30.75,-86.58,United States
Melbourne,28.12,-80.65,United States
Longwood,28.70,-81.35,United States
Macclenny,30.28,-82.12,United States
Bay Harbor Islands,25.89,-80.13,United States
Palatka,29.65,-81.66,United States
Worland,44.00,-107.95,United States
Powell,44.80,-108.77,United States
Green River,41.51,-109.47,United States
Torrington,42.07,-104.16,United States
Jackson,43.47,-110.77,United States
Laramie,41.31,-105.61,United States
Cheyenne,41.14,-104.79,United States
Casper,42.84,-106.32,United States
Rock Springs,41.60,-109.22,United States
Lander,42.83,-108.76,United States
Rawlins,41.78,-107.23,United States
Douglas,42.75,-105.38,United States
Cody,44.52,-109.06,United States
Gillette,44.28,-105.50,United States
Evanston,41.26,-110.96,United States
Sheridan,44.79,-106.96,United States
Riverton,43.04,-108.41,United States
Keene,42.95,-72.30,United States
Concord,43.23,-71.56,United States
Manchester,42.98,-71.44,United States
Rochester,43.30,-70.98,United States
Claremont,43.38,-72.34,United States
Berlin,44.49,-71.26,United States
Portsmouth,43.06,-70.78,United States
Somersworth,43.25,-70.89,United States
Dover,43.19,-70.88,United States
Laconia,43.57,-71.48,United States
Franklin,43.45,-71.67,United States
Lebanon,43.64,-72.25,United States
Nashua,42.75,-71.49,United States
Somers Point,39.32,-74.61,United States
Bayonne,40.67,-74.11,United States
Ridgefield Park,40.85,-74.02,United States
Closter,40.97,-73.96,United States
Belmar,40.18,-74.03,United States
Somerdale,39.85,-75.02,United States
Bloomingdale,41.03,-74.33,United States
Burlington,40.08,-74.85,United States
Ocean City,39.27,-74.60,United States
Metuchen,40.54,-74.36,United States
Hammonton,39.66,-74.77,United States
Paramus,40.95,-74.07,United States
Hoboken,40.75,-74.03,United States
Woodcliff Lake,41.03,-74.06,United States
Eatontown,40.29,-74.06,United States
New Providence,40.70,-74.40,United States
North Caldwell,40.86,-74.26,United States
South River,40.45,-74.38,United States
Hopatcong,40.95,-74.66,United States
Franklin Lakes,41.01,-74.21,United States
Manville,40.54,-74.59,United States
Tinton Falls,40.27,-74.09,United States
Madison,40.76,-74.42,United States
Glen Rock,40.96,-74.12,United States
Emerson,40.97,-74.02,United States
Guttenberg,40.79,-74.00,United States
Rockaway,40.90,-74.52,United States
Totowa,40.90,-74.22,United States
Gloucester City,39.89,-75.12,United States
Wanaque,41.04,-74.29,United States
Montvale,41.05,-74.05,United States
East Rutherford,40.82,-74.09,United States
Plainfield,40.62,-74.42,United States
Spotswood,40.40,-74.39,United States
Paterson,40.91,-74.16,United States
Fair Haven,40.36,-74.04,United States
Clayton,39.66,-75.08,United States
West New York,40.79,-74.01,United States
Ringwood,41.11,-74.28,United States
Keyport,40.43,-74.20,United States
River Edge,40.93,-74.04,United States
Kenilworth,40.68,-74.29,United States
Red Bank,40.35,-74.07,United States
Perth Amboy,40.52,-74.27,United States
Milltown,40.45,-74.44,United States
Ridgewood,40.98,-74.11,United States
Leonia,40.86,-73.99,United States
Wildwood,38.99,-74.82,United States
Kearny,40.75,-74.12,United States
Hackensack,40.89,-74.05,United States
Manasquan,40.12,-74.04,United States
Phillipsburg,40.69,-75.18,United States
Oceanport,40.32,-74.02,United States
Bergenfield,40.92,-74.00,United States
Fanwood,40.64,-74.39,United States
Little Silver,40.34,-74.03,United States
Elizabeth,40.67,-74.19,United States
Hawthorne,40.96,-74.16,United States
Ridgefield,40.83,-74.01,United States
New Milford,40.93,-74.02,United States
Chatham,40.74,-74.38,United States
Highland Park,40.50,-74.43,United States
Matawan,40.41,-74.24,United States
Upper Saddle River,41.06,-74.10,United States
Pompton Lakes,41.00,-74.29,United States
Mount Arlington,40.92,-74.64,United States
Westfield,40.65,-74.34,United States
Fort Lee,40.85,-73.97,United States
North Arlington,40.79,-74.13,United States
Prospect Park,40.94,-74.17,United States
Pleasantville,39.39,-74.52,United States
Glen Ridge,40.80,-74.20,United States
Wharton,40.90,-74.58,United States
Union Beach,40.45,-74.17,United States
Audubon,39.89,-75.07,United States
Haddon Heights,39.88,-75.06,United States
Oradell,40.96,-74.03,United States
Bellmawr,39.87,-75.09,United States
Brigantine,39.41,-74.38,United States
Dumont,40.95,-73.99,United States
Vineland,39.47,-75.00,United States
Boonton,40.90,-74.40,United States
Summit,40.72,-74.36,United States
Carteret,40.58,-74.23,United States
Margate City,39.33,-74.51,United States
Tenafly,40.92,-73.95,United States
Runnemede,39.85,-75.07,United States
Pitman,39.73,-75.13,United States
Linwood,39.34,-74.57,United States
Allendale,41.03,-74.13,United States
South Amboy,40.49,-74.28,United States
Waldwick,41.01,-74.13,United States
Jersey City,40.72,-74.07,United States
South Plainfield,40.57,-74.42,United States
Hackettstown,40.85,-74.83,United States
Absecon,39.42,-74.49,United States
Raritan,40.57,-74.64,United States
Trenton,40.22,-74.76,United States
Union City,40.77,-74.03,United States
Garfield,40.88,-74.11,United States
Old Tappan,41.02,-73.99,United States
Morristown,40.80,-74.48,United States
West Long Branch,40.29,-74.02,United States
Millville,39.39,-75.06,United States
Northfield,39.37,-74.56,United States
Lincoln Park,40.92,-74.30,United States
Newark,40.72,-74.17,United States
Bernardsville,40.73,-74.59,United States
Ventnor City,39.35,-74.49,United States
Washington,40.76,-74.98,United States
Camden,39.94,-75.11,United States
Butler,41.00,-74.35,United States
Paulsboro,39.84,-75.24,United States
Linden,40.63,-74.24,United States
Berlin,39.79,-74.94,United States
Florham Park,40.78,-74.40,United States
Long Branch,40.30,-73.99,United States
Lodi,40.88,-74.08,United States
Hasbrouck Heights,40.86,-74.07,United States
Bridgeton,39.43,-75.23,United States
Dunellen,40.59,-74.47,United States
Hightstown,40.27,-74.53,United States
Rahway,40.61,-74.28,United States
Woodbury,39.84,-75.15,United States
Princeton,40.36,-74.67,United States
Roselle Park,40.67,-74.27,United States
New Brunswick,40.49,-74.45,United States
Wood-Ridge,40.85,-74.09,United States
Bound Brook,40.57,-74.54,United States
Mountainside,40.68,-74.36,United States
Cliffside Park,40.82,-73.99,United States
Salem,39.57,-75.47,United States
Harrison,40.74,-74.15,United States
Edgewater,40.82,-73.97,United States
Somerville,40.57,-74.61,United States
Palmyra,40.00,-75.04,United States
Middlesex,40.57,-74.50,United States
North Haledon,40.96,-74.18,United States
Midland Park,41.00,-74.14,United States
Fairview,40.82,-74.00,United States
Stratford,39.83,-75.02,United States
Sayreville,40.47,-74.32,United States
Carlstadt,40.83,-74.06,United States
Bogota,40.88,-74.03,United States
Pine Hill,39.79,-74.99,United States
Palisades Park,40.85,-74.00,United States
North Plainfield,40.62,-74.44,United States
Cresskill,40.94,-73.96,United States
Keansburg,40.45,-74.13,United States
Fair Lawn,40.94,-74.12,United States
Rumson,40.36,-74.00,United States
East Orange,40.77,-74.21,United States
Watchung,40.64,-74.44,United States
Westwood,40.99,-74.03,United States
Newton,41.05,-74.75,United States
Caldwell,40.84,-74.28,United States
Barrington,39.87,-75.05,United States
Beachwood,39.93,-74.20,United States
Freehold,40.26,-74.28,United States
Roseland,40.82,-74.31,United States
Passaic,40.86,-74.13,United States
Rutherford,40.82,-74.11,United States
Hillsdale,41.01,-74.04,United States
Point Pleasant,40.08,-74.07,United States
Little Ferry,40.85,-74.04,United States
Atlantic City,39.38,-74.45,United States
Asbury Park,40.22,-74.01,United States
Glassboro,39.70,-75.11,United States
Roselle,40.65,-74.26,United States
Haledon,40.94,-74.19,United States
Elmwood Park,40.90,-74.12,United States
Ramsey,41.06,-74.15,United States
Jamesburg,40.35,-74.44,United States
Englewood,40.89,-73.97,United States
Norwood,40.99,-73.95,United States
Lindenwold,39.82,-74.99,United States
Englewood Cliffs,40.88,-73.95,United States
Franklin,41.11,-74.59,United States
Collingswood,39.92,-75.08,United States
Maywood,40.90,-74.06,United States
Haddonfield,39.90,-75.03,United States
Kinnelon,40.98,-74.39,United States
Wallington,40.85,-74.11,United States
Park Ridge,41.04,-74.04,United States
Morris Plains,40.84,-74.48,United States
Dover,40.89,-74.56,United States
Clifton,40.86,-74.16,United States
Oakland,41.03,-74.24,United States
Secaucus,40.78,-74.07,United States
Sunland Park,31.82,-106.59,United States
Raton,36.88,-104.44,United States
Las Vegas,35.60,-105.22,United States
Carlsbad,32.41,-104.24,United States
Clovis,34.44,-103.19,United States
Aztec,36.82,-107.98,United States
Grants,35.15,-107.83,United States
Los Ranchos de Albuquerque,35.16,-106.65,United States
Anthony,32.01,-106.60,United States
Farmington,36.76,-108.18,United States
Rio Rancho,35.29,-106.70,United States
Bernalillo,35.31,-106.55,United States
Portales,34.18,-103.35,United States
Corrales,35.24,-106.62,United States
