country,city,latitude,longitude,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipType,temperatureMax,temperatureMin,apparentTemperatureMax,apparentTemperatureMin,windSpeed,timezone
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,01/06/2018 05:53 AM,01/06/2018 08:36 PM,0.6,0.0015,rain,80.41,59.29,83.29,59.62,0.73,
United States,Broadway,38.61,-78.8,Foggy overnight.,fog,31/05/2018 05:53 AM,31/05/2018 08:36 PM,0.57,0.0025,rain,72.76,62.01,74.36,62.61,0.72,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,30/05/2018 05:54 AM,30/05/2018 08:35 PM,0.54,2.0E-4,rain,73.53,59.91,74.64,60.3,1.6,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-day,29/05/2018 05:54 AM,29/05/2018 08:34 PM,0.51,0.0,,78.88,60.66,79.69,61.13,0.44,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,28/05/2018 05:55 AM,28/05/2018 08:33 PM,0.47,0.0,,76.12,59.81,77.2,60.19,0.25,
United States,Broadway,38.61,-78.8,Light rain in the evening.,rain,27/05/2018 05:55 AM,27/05/2018 08:33 PM,0.44,0.0037,rain,78.24,60.68,79.05,61.15,0.69,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,26/05/2018 05:56 AM,26/05/2018 08:32 PM,0.41,6.0E-4,rain,80.48,59.55,82.71,59.91,1.22,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-night,25/05/2018 05:56 AM,25/05/2018 08:31 PM,0.37,0.0,,79.98,47.91,79.98,47.91,1.85,
United States,Broadway,38.61,-78.8,Partly cloudy in the morning.,partly-cloudy-night,24/05/2018 05:57 AM,24/05/2018 08:30 PM,0.34,0.0,,76.39,46.32,76.39,46.32,0.75,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,23/05/2018 05:57 AM,23/05/2018 08:29 PM,0.3,3.0E-4,rain,74.2,55.33,74.2,55.33,2.11,
United States,Broadway,38.61,-78.8,Light rain in the morning.,rain,22/05/2018 05:58 AM,22/05/2018 08:28 PM,0.27,0.0069,rain,70.39,58.4,71.02,58.64,1.63,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,21/05/2018 05:59 AM,21/05/2018 08:28 PM,0.23,0.0045,rain,74.84,54.39,75.36,54.39,0.44,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,20/05/2018 06:00 AM,20/05/2018 08:27 PM,0.19,9.0E-4,rain,78.29,59.02,78.29,59.32,1.89,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,19/05/2018 06:00 AM,19/05/2018 08:26 PM,0.15,0.0058,rain,69.63,48.18,70.19,48.18,1.11,
United States,Broadway,38.61,-78.8,Light rain starting in the evening.,rain,18/05/2018 06:01 AM,18/05/2018 08:25 PM,0.12,0.0103,rain,59.61,53.17,59.97,53.17,1.21,
United States,Broadway,38.61,-78.8,Rain until afternoon.,rain,17/05/2018 06:02 AM,17/05/2018 08:24 PM,0.08,0.0271,rain,61.43,58.16,61.97,58.37,0.62,
United States,Broadway,38.61,-78.8,Rain starting in the evening.,rain,16/05/2018 06:03 AM,16/05/2018 08:23 PM,0.04,0.0195,rain,68.47,58.2,69.42,58.42,0.12,
United States,Broadway,38.61,-78.8,Rain overnight.,rain,15/05/2018 06:04 AM,15/05/2018 08:22 PM,0.01,0.0036,rain,83.11,57.61,83.99,57.77,1.02,
United States,Broadway,38.61,-78.8,Rain in the evening.,rain,14/05/2018 06:04 AM,14/05/2018 08:21 PM,0.97,0.0053,rain,82.18,57.75,83.46,57.92,0.75,
United States,Broadway,38.61,-78.8,Rain in the morning.,rain,13/05/2018 06:05 AM,13/05/2018 08:20 PM,0.93,0.0138,rain,78.97,57.95,79.17,58.15,0.41,
United States,Broadway,38.61,-78.8,Partly cloudy starting in the evening.,partly-cloudy-night,12/05/2018 06:06 AM,12/05/2018 08:19 PM,0.9,0.0,,83.38,54.26,83.38,54.26,1.57,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,11/05/2018 06:07 AM,11/05/2018 08:18 PM,0.86,0.0,,76.45,48.97,76.45,48.97,0.2,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,10/05/2018 06:08 AM,10/05/2018 08:18 PM,0.83,0.002,rain,73.55,55.25,73.55,55.25,1.11,
United States,Broadway,38.61,-78.8,Partly cloudy throughout the day.,partly-cloudy-day,09/05/2018 06:09 AM,09/05/2018 08:17 PM,0.8,0.0,,72.11,47.9,72.11,47.9,0.56,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,08/05/2018 06:10 AM,08/05/2018 08:16 PM,0.77,0.0,,67.86,46.51,67.86,46.51,0.3,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,07/05/2018 06:11 AM,07/05/2018 08:15 PM,0.74,0.0011,rain,64.77,43.31,64.77,43.31,0.44,
United States,Broadway,38.61,-78.8,Light rain in the morning and afternoon.,rain,06/05/2018 06:12 AM,06/05/2018 08:14 PM,0.71,0.0142,rain,52.04,46.84,52.04,46.84,0.18,
United States,Broadway,38.61,-78.8,Rain starting in the evening.,rain,05/05/2018 06:13 AM,05/05/2018 08:13 PM,0.68,0.0177,rain,59.89,47.21,59.89,47.21,0.31,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-day,04/05/2018 06:15 AM,04/05/2018 08:12 PM,0.65,1.0E-4,rain,78.35,61.28,78.35,61.28,2.25,
United States,Broadway,38.61,-78.8,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,03/05/2018 06:16 AM,03/05/2018 08:11 PM,0.62,0.0,,82.79,59.67,82.79,59.67,1.72,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,02/05/2018 06:17 AM,02/05/2018 08:10 PM,0.59,0.0,,79.44,48.33,79.44,48.33,1.16,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,01/05/2018 06:18 AM,01/05/2018 08:09 PM,0.56,0.0,,75.72,38.82,75.72,38.82,0.7,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,30/04/2018 06:19 AM,30/04/2018 08:08 PM,0.53,0.0,,61.78,32.95,61.78,32.95,2.67,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,29/04/2018 06:20 AM,29/04/2018 08:07 PM,0.48,0.0,,46.04,32.3,44.23,28.88,4.55,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-day,28/04/2018 06:22 AM,28/04/2018 08:06 PM,0.46,2.0E-4,rain,63.66,40.19,63.66,37.68,2.16,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,27/04/2018 06:23 AM,27/04/2018 08:05 PM,0.42,0.0027,rain,58.53,42.11,58.53,42.11,0.05,
United States,Broadway,38.61,-78.8,Overcast overnight.,cloudy,26/04/2018 06:24 AM,26/04/2018 08:04 PM,0.39,0.0,,61.52,36.46,61.52,36.46,1.23,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,25/04/2018 06:25 AM,25/04/2018 08:03 PM,0.35,0.0028,rain,56.4,44.37,56.4,44.37,1.09,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,24/04/2018 06:27 AM,24/04/2018 08:02 PM,0.32,0.0092,rain,47.63,42.34,47.63,42.34,1.14,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-night,23/04/2018 06:28 AM,23/04/2018 08:01 PM,0.28,1.0E-4,rain,59.8,40.02,59.8,40.02,1.81,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-day,22/04/2018 06:29 AM,22/04/2018 08:00 PM,0.24,0.0,,61.59,38.07,61.59,38.07,0.39,
United States,Broadway,38.61,-78.8,Partly cloudy overnight.,partly-cloudy-night,21/04/2018 06:31 AM,21/04/2018 07:59 PM,0.2,0.0,,58.11,27.86,58.11,27.86,0.25,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,20/04/2018 06:32 AM,20/04/2018 07:58 PM,0.17,0.0,,50.83,24.94,50.83,24.94,3.51,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,19/04/2018 06:34 AM,19/04/2018 07:57 PM,0.13,0.0011,rain,46.68,34.17,46.68,28.97,3.55,
United States,Broadway,38.61,-78.8,Mostly cloudy overnight.,partly-cloudy-night,18/04/2018 06:35 AM,18/04/2018 07:56 PM,0.09,0.0,,59.99,23.71,59.99,23.71,0.2,
United States,Broadway,38.61,-78.8,Overcast until evening.,cloudy,17/04/2018 06:36 AM,17/04/2018 07:55 PM,0.06,0.0,,32.62,26.36,31.07,21.25,3.62,
United States,Broadway,38.61,-78.8,Rain in the morning.,rain,16/04/2018 06:38 AM,16/04/2018 07:54 PM,0.02,0.0207,rain,39.94,29.82,38.16,25.18,2.57,
United States,Broadway,38.61,-78.8,Rain starting in the evening.,rain,15/04/2018 06:39 AM,15/04/2018 07:53 PM,0.98,0.0207,rain,67.4,39.2,67.4,39.2,1.43,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,14/04/2018 06:41 AM,14/04/2018 07:52 PM,0.95,0.0,,77.89,51.43,77.89,51.43,2.19,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,13/04/2018 06:42 AM,13/04/2018 07:51 PM,0.92,0.0,,81.72,57.64,81.72,57.64,2.95,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-day,12/04/2018 06:44 AM,12/04/2018 07:50 PM,0.88,0.0,,72.45,40.33,72.45,40.33,3.37,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,11/04/2018 06:45 AM,11/04/2018 07:49 PM,0.85,0.0,,51.72,30.03,51.72,30.03,1.35,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,10/04/2018 06:47 AM,10/04/2018 07:48 PM,0.82,0.0,,44.33,28.17,44.33,26.31,1.64,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,09/04/2018 06:48 AM,09/04/2018 07:47 PM,0.79,3.0E-4,snow,29.89,25.6,29.89,25.6,0.32,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-day,08/04/2018 06:50 AM,08/04/2018 07:46 PM,0.76,0.0,,40.68,15.53,36.85,15.53,2.41,
United States,Broadway,38.61,-78.8,Overcast until evening.,cloudy,07/04/2018 06:51 AM,07/04/2018 07:45 PM,0.73,0.0,,50.94,24.23,50.94,23.6,3.06,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,06/04/2018 06:53 AM,06/04/2018 07:44 PM,0.7,0.0,,61.72,32.44,61.72,32.44,2.76,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-day,05/04/2018 06:54 AM,05/04/2018 07:43 PM,0.67,0.0,,42.78,24.76,39.78,19.79,3.46,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,04/04/2018 06:56 AM,04/04/2018 07:42 PM,0.64,0.0019,rain,56.31,29.51,56.31,22.77,5.01,
United States,Broadway,38.61,-78.8,"Mostly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,03/04/2018 06:57 AM,03/04/2018 07:41 PM,0.61,0.001,rain,52.77,36.44,52.77,36.44,0.69,
United States,Broadway,38.61,-78.8,Snow (1–2 in.) in the morning.,snow,02/04/2018 06:59 AM,02/04/2018 07:41 PM,0.58,0.0116,rain,40.41,29.96,40.41,29.96,0.85,
United States,Broadway,38.61,-78.8,Rain overnight.,rain,01/04/2018 07:00 AM,01/04/2018 07:40 PM,0.55,5.0E-4,rain,48.72,40.3,48.33,40.3,1.9,
United States,Broadway,38.61,-78.8,Partly cloudy overnight.,partly-cloudy-night,31/03/2018 07:02 AM,31/03/2018 07:39 PM,0.52,1.0E-4,rain,55.99,26.23,55.99,26.23,1.83,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,30/03/2018 07:04 AM,30/03/2018 07:38 PM,0.47,0.0017,rain,59.17,33.79,59.17,30.31,3.05,
United States,Broadway,38.61,-78.8,Foggy in the morning.,fog,29/03/2018 07:05 AM,29/03/2018 07:37 PM,0.44,6.0E-4,rain,71.19,44.55,71.19,44.55,1.43,
United States,Broadway,38.61,-78.8,Foggy overnight.,fog,28/03/2018 07:07 AM,28/03/2018 07:36 PM,0.4,0.0053,rain,51.69,33.72,51.69,33.72,0.2,
United States,Broadway,38.61,-78.8,"Mixed precipitation until afternoon, starting again in the evening.",snow,27/03/2018 07:08 AM,27/03/2018 07:35 PM,0.37,0.0098,rain,36.06,28.23,36.06,28.23,1.25,
United States,Broadway,38.61,-78.8,Partly cloudy until afternoon.,partly-cloudy-day,26/03/2018 07:10 AM,26/03/2018 07:34 PM,0.33,0.0,,43.56,18.61,41.59,18.61,2.84,
United States,Broadway,38.61,-78.8,Mostly cloudy overnight.,partly-cloudy-night,25/03/2018 07:12 AM,25/03/2018 07:33 PM,0.29,0.0,,35.55,21.17,33.61,16.86,2.0,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,24/03/2018 07:13 AM,24/03/2018 07:32 PM,0.25,0.0,,39.25,17.49,39.25,17.49,0.28,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-day,23/03/2018 07:15 AM,23/03/2018 07:31 PM,0.22,2.0E-4,snow,36.74,22.66,32.82,20.58,3.2,
United States,Broadway,38.61,-78.8,"Light rain starting in the afternoon, continuing until evening.",rain,22/03/2018 07:16 AM,22/03/2018 07:30 PM,0.18,0.007,snow,34.68,21.44,30.46,17.75,3.56,
United States,Broadway,38.61,-78.8,"Light snow (< 1 in.) starting in the afternoon, continuing until evening.",snow,21/03/2018 07:18 AM,21/03/2018 07:29 PM,0.14,0.0027,snow,27.17,20.58,27.17,20.58,0.96,
United States,Broadway,38.61,-78.8,Snow (< 1 in.) in the morning.,snow,20/03/2018 07:19 AM,20/03/2018 07:28 PM,0.11,0.0044,snow,41.66,22.69,41.66,22.45,1.41,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,19/03/2018 07:21 AM,19/03/2018 07:27 PM,0.07,0.0,,55.02,28.67,55.02,28.67,0.75,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,18/03/2018 07:23 AM,18/03/2018 07:26 PM,0.04,0.0,,51.76,22.78,51.76,22.78,0.68,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,17/03/2018 07:24 AM,17/03/2018 07:25 PM,0.01,0.0,,34.66,21.66,34.66,21.66,0.24,
United States,Broadway,38.61,-78.8,Partly cloudy in the morning.,partly-cloudy-night,16/03/2018 07:26 AM,16/03/2018 07:24 PM,0.97,0.0,,35.42,23.02,31.41,14.71,4.69,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-day,15/03/2018 07:27 AM,15/03/2018 07:23 PM,0.94,0.0,,41.55,23.59,37.9,16.06,4.44,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,14/03/2018 07:29 AM,14/03/2018 07:22 PM,0.91,1.0E-4,snow,25.93,18.18,22.54,13.32,4.34,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,13/03/2018 07:31 AM,13/03/2018 07:21 PM,0.88,1.0E-4,snow,30.95,22.9,26.99,16.46,4.06,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,12/03/2018 07:32 AM,12/03/2018 07:20 PM,0.85,3.0E-4,snow,29.28,24.88,29.28,24.88,0.74,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,11/03/2018 07:34 AM,11/03/2018 07:19 PM,0.82,0.0,,43.9,18.42,43.9,18.42,0.29,
United States,Broadway,38.61,-78.8,Partly cloudy in the morning.,partly-cloudy-day,10/03/2018 06:35 AM,10/03/2018 06:18 PM,0.79,0.0,,41.69,16.54,41.45,16.54,0.8,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,09/03/2018 06:37 AM,09/03/2018 06:17 PM,0.76,0.0,,27.67,20.11,24.47,13.15,3.67,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,08/03/2018 06:38 AM,08/03/2018 06:16 PM,0.73,0.0,,28.98,21.54,25.11,14.64,3.46,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,07/03/2018 06:40 AM,07/03/2018 06:15 PM,0.7,3.0E-4,snow,36.16,26.86,34.37,19.81,2.62,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,06/03/2018 06:41 AM,06/03/2018 06:14 PM,0.66,1.0E-4,snow,33.88,23.07,33.88,23.07,0.46,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,05/03/2018 06:43 AM,05/03/2018 06:13 PM,0.63,0.0,,39.23,17.47,39.23,17.47,1.47,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,04/03/2018 06:44 AM,04/03/2018 06:12 PM,0.6,0.0,,40.69,20.22,36.24,18.97,3.53,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,03/03/2018 06:46 AM,03/03/2018 06:11 PM,0.56,0.0,,38.55,22.51,33.21,13.8,5.67,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,02/03/2018 06:47 AM,02/03/2018 06:10 PM,0.53,3.0E-4,snow,34.77,25.78,27.25,17.57,10.07,
United States,Broadway,38.61,-78.8,Light rain in the evening.,rain,01/03/2018 06:49 AM,01/03/2018 06:09 PM,0.49,0.0068,rain,47.61,37.79,47.61,31.18,0.69,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,28/02/2018 06:50 AM,28/02/2018 06:08 PM,0.46,0.0,,55.33,39.22,55.33,39.22,1.6,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,27/02/2018 06:52 AM,27/02/2018 06:07 PM,0.42,0.0,,53.41,22.57,53.41,22.57,0.7,
United States,Broadway,38.61,-78.8,Mostly cloudy until afternoon.,partly-cloudy-day,26/02/2018 06:53 AM,26/02/2018 06:06 PM,0.38,0.0,,46.25,30.89,46.25,30.89,2.03,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,25/02/2018 06:54 AM,25/02/2018 06:05 PM,0.34,0.0068,rain,54.45,39.71,54.45,39.71,1.71,
United States,Broadway,38.61,-78.8,"Rain starting in the afternoon, continuing until evening.",rain,24/02/2018 06:56 AM,24/02/2018 06:04 PM,0.31,0.0103,rain,48.98,40.25,48.98,40.25,0.42,
United States,Broadway,38.61,-78.8,Foggy overnight.,fog,23/02/2018 06:57 AM,23/02/2018 06:03 PM,0.27,7.0E-4,rain,48.24,34.77,48.24,34.77,0.22,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,22/02/2018 06:59 AM,22/02/2018 06:01 PM,0.23,0.0019,rain,53.98,35.4,53.98,34.85,1.89,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-night,21/02/2018 07:00 AM,21/02/2018 06:00 PM,0.2,0.0016,rain,73.09,52.74,73.09,52.74,2.37,
United States,Broadway,38.61,-78.8,Partly cloudy until afternoon.,partly-cloudy-day,20/02/2018 07:01 AM,20/02/2018 05:59 PM,0.16,0.0,,72.69,47.83,72.69,47.83,2.69,
United States,Broadway,38.61,-78.8,Mostly cloudy until afternoon.,partly-cloudy-day,19/02/2018 07:03 AM,19/02/2018 05:58 PM,0.12,0.0012,rain,58.82,32.02,58.82,32.02,2.27,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-night,18/02/2018 07:04 AM,18/02/2018 05:57 PM,0.09,0.0012,rain,42.97,28.24,42.97,27.17,1.32,
United States,Broadway,38.61,-78.8,"Foggy starting in the afternoon, continuing until evening.",fog,17/02/2018 07:05 AM,17/02/2018 05:56 PM,0.06,4.0E-4,snow,29.78,21.89,29.78,21.89,0.19,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,16/02/2018 07:06 AM,16/02/2018 05:55 PM,0.03,0.0089,rain,63.99,29.43,63.99,25.93,3.42,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,15/02/2018 07:08 AM,15/02/2018 05:54 PM,0.99,0.001,rain,66.0,52.34,66.0,52.34,4.52,
United States,Broadway,38.61,-78.8,Light rain overnight.,rain,14/02/2018 07:09 AM,14/02/2018 05:52 PM,0.96,0.0035,rain,57.9,28.59,57.9,28.59,1.89,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-day,13/02/2018 07:10 AM,13/02/2018 05:51 PM,0.93,0.0,,35.54,19.22,35.54,19.22,0.89,
United States,Broadway,38.61,-78.8,Mostly cloudy until afternoon.,partly-cloudy-day,12/02/2018 07:11 AM,12/02/2018 05:50 PM,0.9,0.0,,50.91,24.51,50.91,24.51,3.33,
United States,Broadway,38.61,-78.8,Light rain in the morning.,rain,11/02/2018 07:12 AM,11/02/2018 05:49 PM,0.87,0.0074,rain,56.19,42.01,56.19,42.01,1.38,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,10/02/2018 07:13 AM,10/02/2018 05:48 PM,0.84,0.0018,rain,45.66,34.17,45.66,34.17,1.17,
United States,Broadway,38.61,-78.8,Partly cloudy until afternoon.,partly-cloudy-day,09/02/2018 07:15 AM,09/02/2018 05:47 PM,0.81,0.0,,42.45,18.05,42.45,18.05,0.72,
United States,Broadway,38.61,-78.8,Overcast in the morning.,cloudy,08/02/2018 07:16 AM,08/02/2018 05:46 PM,0.78,0.0,,28.17,15.68,24.8,12.69,2.29,
United States,Broadway,38.61,-78.8,Snow (1–2 in.) until afternoon.,snow,07/02/2018 07:17 AM,07/02/2018 05:44 PM,0.75,0.0106,snow,38.16,23.94,33.6,18.27,2.11,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,06/02/2018 07:18 AM,06/02/2018 05:43 PM,0.72,0.0,,29.66,19.95,29.66,19.95,0.05,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-day,05/02/2018 07:19 AM,05/02/2018 05:42 PM,0.69,2.0E-4,snow,32.03,17.77,32.03,9.08,2.65,
United States,Broadway,38.61,-78.8,"Snow (1–2 in.) starting in the afternoon, continuing until evening.",snow,04/02/2018 07:20 AM,04/02/2018 05:41 PM,0.65,0.0091,snow,31.95,27.64,31.95,25.39,1.73,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,03/02/2018 07:21 AM,03/02/2018 05:40 PM,0.62,0.0,,32.52,5.96,32.52,5.96,1.22,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,02/02/2018 07:22 AM,02/02/2018 05:39 PM,0.58,1.0E-4,snow,31.14,7.48,27.31,-0.25,5.55,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-night,01/02/2018 07:23 AM,01/02/2018 05:37 PM,0.55,8.0E-4,rain,48.03,31.97,45.88,27.85,3.89,
United States,Broadway,38.61,-78.8,Mostly cloudy until afternoon.,partly-cloudy-day,31/01/2018 07:23 AM,31/01/2018 05:36 PM,0.51,0.0,,37.02,6.38,37.02,6.38,1.36,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,30/01/2018 07:24 AM,30/01/2018 05:35 PM,0.47,0.0,,27.57,11.04,27.57,2.5,5.85,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,29/01/2018 07:25 AM,29/01/2018 05:34 PM,0.43,0.0,,36.74,28.85,36.74,28.85,0.51,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,28/01/2018 07:26 AM,28/01/2018 05:33 PM,0.4,0.0039,rain,46.61,35.76,45.51,35.76,0.2,
United States,Broadway,38.61,-78.8,Overcast starting in the evening.,cloudy,27/01/2018 07:27 AM,27/01/2018 05:31 PM,0.36,0.0,,52.69,32.69,52.69,32.69,3.29,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,26/01/2018 07:27 AM,26/01/2018 05:30 PM,0.32,0.0,,47.66,15.86,47.66,15.86,0.52,
United States,Broadway,38.61,-78.8,Mostly cloudy until afternoon.,partly-cloudy-day,25/01/2018 07:28 AM,25/01/2018 05:29 PM,0.28,0.0,,28.6,19.21,28.13,18.62,2.02,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,24/01/2018 07:29 AM,24/01/2018 05:28 PM,0.25,0.0,,33.91,24.2,28.72,22.19,4.04,
United States,Broadway,38.61,-78.8,Light rain in the morning.,rain,23/01/2018 07:29 AM,23/01/2018 05:27 PM,0.21,0.0057,rain,48.81,34.75,47.76,29.29,4.61,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-night,22/01/2018 07:30 AM,22/01/2018 05:26 PM,0.18,0.0,,60.33,43.94,60.33,43.94,1.95,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,21/01/2018 07:31 AM,21/01/2018 05:25 PM,0.14,1.0E-4,rain,51.88,43.07,51.88,42.34,1.55,
United States,Broadway,38.61,-78.8,Mostly cloudy overnight.,partly-cloudy-night,20/01/2018 07:31 AM,20/01/2018 05:23 PM,0.11,0.0,,50.92,32.25,50.92,28.23,3.89,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,19/01/2018 07:32 AM,19/01/2018 05:22 PM,0.08,0.0,,43.58,25.68,43.58,20.58,2.99,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,18/01/2018 07:32 AM,18/01/2018 05:21 PM,0.05,0.0,,34.5,6.13,29.97,6.13,3.66,
United States,Broadway,38.61,-78.8,Mostly cloudy in the morning.,partly-cloudy-night,17/01/2018 07:33 AM,17/01/2018 05:20 PM,0.02,0.0,,19.26,6.57,19.26,1.93,2.14,
United States,Broadway,38.61,-78.8,Foggy in the evening.,fog,16/01/2018 07:33 AM,16/01/2018 05:19 PM,0.99,0.0,,25.93,17.94,25.93,17.94,0.18,
United States,Broadway,38.61,-78.8,Partly cloudy starting in the evening.,partly-cloudy-night,15/01/2018 07:33 AM,15/01/2018 05:18 PM,0.96,0.0,,24.62,2.84,24.62,2.84,0.33,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,14/01/2018 07:34 AM,14/01/2018 05:17 PM,0.93,0.0,,16.86,2.91,16.86,-0.46,1.37,
United States,Broadway,38.61,-78.8,Mostly cloudy until afternoon.,partly-cloudy-day,13/01/2018 07:34 AM,13/01/2018 05:16 PM,0.9,0.0045,snow,39.91,10.51,39.91,2.69,4.64,
United States,Broadway,38.61,-78.8,Rain starting in the evening.,rain,12/01/2018 07:34 AM,12/01/2018 05:15 PM,0.87,0.0151,rain,60.95,45.68,61.0,45.68,1.09,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,11/01/2018 07:35 AM,11/01/2018 05:14 PM,0.84,0.0,,56.54,37.08,56.54,37.08,1.96,
